Period End,Islamabad,Rawalpindi,Gujranwala,Lahore,Faisalabad,Multan,Karachi,Hyderabad,Peshawar,Quetta,Khuzdar,Pakistan
Weekly,PKR ,PKR ,PKR ,PKR ,PKR ,PKR ,PKR ,PKR ,PKR ,PKR ,PKR ,PKR 
19-Sep-13,109.4,109.4,109.6,109.49,109.7,111.2,109.5,110.3,109.5,110.7,114.7,110.88
15-Aug-13,104.8,104.8,104.9,104.85,105,106.5,104.9,105.6,104.8,105.8,103.1,105.83
7-Aug-13,104.8,104.8,104.9,104.85,105,106.5,104.9,105.6,104.8,105.8,103.1,105.83
25-Jul-13,102.5,102.1,103.1,102.12,103.2,103.4,102.1,102.7,102.1,103,103,103.45
18-Jul-13,102.5,102.1,103.1,102.12,103.2,103.4,102.1,102.7,102.1,103,103,103.45
11-Jul-13,102.5,102.1,103.1,102.12,103.2,103.4,102.1,102.7,102.1,103,103,103.45
4-Jul-13,102.5,102.1,103.1,102.12,103.2,103.4,102.1,102.7,102.1,103,103,103.45
27-Jun-13,100.1,100.1,100.2,100.12,100.2,100.9,100.1,100.7,100.1,103.1,100.1,101.23
20-Jun-13,100.9,100.9,102.8,101,101.2,103.3,101.1,103.3,101,103.3,103.3,102.59
13-Jun-13,100.1,100.1,100.2,100.12,100.2,100.9,100.1,100.7,100.1,100.04,100.04,100.9
6-Jun-13,100.1,100.1,100.2,100.12,100.2,100.9,100.1,100.7,100.1,100.04,100.04,100.9
30-May-13,97.89,97.89,98,97.94,98,98.7,97.9,98.6,97.9,97.9,97.9,98.76
23-May-13,97.89,97.89,98,97.94,98,98.7,97.9,98.6,97.9,97.9,97.9,98.76
16-May-13,97.89,97.89,98,97.94,98,98.7,97.9,98.6,97.9,97.9,97.9,98.76
9-May-13,97.89,97.89,98,97.94,98,98.7,97.9,98.6,97.9,97.9,97.9,98.76
2-May-13,97.89,97.89,98,97.94,98,98.7,97.9,98.6,97.9,97.9,97.9,98.76
25-Apr-13,102.6,102.6,102.9,102.65,102.7,103.3,102.6,103.7,102.7,102.6,103.8,103.57
18-Apr-13,102.6,102.6,102.9,102.65,102.7,103.3,102.6,103.7,102.7,102.6,103.8,103.57
11-Apr-13,102.6,102.6,102.9,102.65,102.7,103.3,102.6,103.7,102.7,102.6,103.8,103.57
4-Apr-13,102.6,102.6,102.9,102.65,102.7,103.3,102.6,103.7,102.7,102.6,103.8,103.57
28-Mar-13,103.4,103.4,103.6,103.42,103.5,103.45,103.4,104.7,103.5,103.4,104.45,104.27
21-Mar-13,103.4,103.4,103.6,103.42,103.5,103.45,103.4,104.7,103.5,103.4,104.45,104.27
14-Mar-13,103.4,103.4,103.6,103.42,103.5,103.45,103.4,104.7,103.5,103.4,104.45,104.27
7-Mar-13,103.4,103.4,103.6,103.42,103.5,103.45,103.4,104.7,103.5,103.4,104.45,104.27
21-Feb-13,103.4,103.4,103.6,103.42,103.5,103.45,103.4,104.7,103.5,103.4,104.45,104.27
14-Feb-13,103.4,103.4,103.6,103.42,103.5,103.45,103.4,104.7,103.5,103.4,104.45,104.27
7-Feb-13,103.4,103.4,103.6,103.42,103.5,103.45,103.4,104.7,103.5,103.4,104.45,104.27
31-Jan-13,103.4,103.4,103.6,103.42,103.5,103.45,103.4,104.7,103.5,103.4,104.45,104.27
24-Jan-13,103.4,103.4,103.6,103.42,103.5,103.45,103.4,104.7,103.5,103.4,104.45,104.27
17-Jan-13,101.75,101.75,101.9,101.77,101.9,101.8,101.7,102.9,101.8,102.8,103.8,102.71
10-Jan-13,101.75,101.75,101.9,101.77,101.9,101.8,101.7,102.9,101.8,102.8,103.8,102.71
3-Jan-13,101.75,101.75,101.9,101.77,101.9,101.8,101.7,102.9,101.8,102.8,103.8,102.71
